MSA_ID,Metro Area,OCC_CODE,Job Group,Total Employment
19740,"Denver-Aurora-Lakewood, CO",29-2091,Orthotists and Prosthetists,50
19740,"Denver-Aurora-Lakewood, CO",29-2092,Hearing Aid Specialists,70
19740,"Denver-Aurora-Lakewood, CO",29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",2880
19740,"Denver-Aurora-Lakewood, CO",29-9091,Athletic Trainers,240
19740,"Denver-Aurora-Lakewood, CO",29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",430
19740,"Denver-Aurora-Lakewood, CO",31-1120,Home Health and Personal Care Aides,19920
19740,"Denver-Aurora-Lakewood, CO",31-1131,Nursing Assistants,11070
19740,"Denver-Aurora-Lakewood, CO",31-1132,Orderlies,260
19740,"Denver-Aurora-Lakewood, CO",31-1133,Psychiatric Aides,420
19740,"Denver-Aurora-Lakewood, CO",31-2011,Occupational Therapy Assistants,380
19740,"Denver-Aurora-Lakewood, CO",31-2012,Occupational Therapy Aides,
19740,"Denver-Aurora-Lakewood, CO",31-2021,Physical Therapist Assistants,840
19740,"Denver-Aurora-Lakewood, CO",31-2022,Physical Therapist Aides,240
19740,"Denver-Aurora-Lakewood, CO",31-9011,Massage Therapists,3490
19740,"Denver-Aurora-Lakewood, CO",31-9091,Dental Assistants,4490
19740,"Denver-Aurora-Lakewood, CO",31-9092,Medical Assistants,6330
19740,"Denver-Aurora-Lakewood, CO",31-9093,Medical Equipment Preparers,730
19740,"Denver-Aurora-Lakewood, CO",31-9094,Medical Transcriptionists,260
19740,"Denver-Aurora-Lakewood, CO",31-9095,Pharmacy Aides,110
19740,"Denver-Aurora-Lakewood, CO",31-9096,Veterinary Assistants and Laboratory Animal Caretakers,
19740,"Denver-Aurora-Lakewood, CO",31-9097,Phlebotomists,1050
19740,"Denver-Aurora-Lakewood, CO",31-9099,"Healthcare Support Workers, All Other",960
19740,"Denver-Aurora-Lakewood, CO",33-1011,First-Line Supervisors of Correctional Officers,170
19740,"Denver-Aurora-Lakewood, CO",33-1012,First-Line Supervisors of Police and Detectives,760
19740,"Denver-Aurora-Lakewood, CO",33-1021,First-Line Supervisors of Firefighting and Prevention Workers,630
19740,"Denver-Aurora-Lakewood, CO",33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",1400
19740,"Denver-Aurora-Lakewood, CO",33-2011,Firefighters,2570
19740,"Denver-Aurora-Lakewood, CO",33-2021,Fire Inspectors and Investigators,50
19740,"Denver-Aurora-Lakewood, CO",33-3011,Bailiffs,100
19740,"Denver-Aurora-Lakewood, CO",33-3012,Correctional Officers and Jailers,2040
19740,"Denver-Aurora-Lakewood, CO",33-3021,Detectives and Criminal Investigators,1220
19740,"Denver-Aurora-Lakewood, CO",33-3041,Parking Enforcement Workers,50
19740,"Denver-Aurora-Lakewood, CO",33-3051,Police and Sheriff's Patrol Officers,5010
19740,"Denver-Aurora-Lakewood, CO",33-9011,Animal Control Workers,70
19740,"Denver-Aurora-Lakewood, CO",33-9021,Private Detectives and Investigators,170
19740,"Denver-Aurora-Lakewood, CO",33-9031,Gambling Surveillance Officers and Gambling Investigators,110
19740,"Denver-Aurora-Lakewood, CO",33-9032,Security Guards,10360
19740,"Denver-Aurora-Lakewood, CO",33-9091,Crossing Guards and Flaggers,
19740,"Denver-Aurora-Lakewood, CO",33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2680
19740,"Denver-Aurora-Lakewood, CO",33-9098,"School Bus Monitors and Protective Service Workers, All Other",2870
19740,"Denver-Aurora-Lakewood, CO",35-1011,Chefs and Head Cooks,1720
19740,"Denver-Aurora-Lakewood, CO",35-1012,First-Line Supervisors of Food Preparation and Serving Workers,10120
19740,"Denver-Aurora-Lakewood, CO",35-2011,"Cooks, Fast Food",
19740,"Denver-Aurora-Lakewood, CO",35-2012,"Cooks, Institution and Cafeteria",4270
19740,"Denver-Aurora-Lakewood, CO",35-2014,"Cooks, Restaurant",17690
19740,"Denver-Aurora-Lakewood, CO",35-2015,"Cooks, Short Order",380
19740,"Denver-Aurora-Lakewood, CO",35-2021,Food Preparation Workers,7210
19740,"Denver-Aurora-Lakewood, CO",35-3011,Bartenders,7000
19740,"Denver-Aurora-Lakewood, CO",35-3023,Fast Food and Counter Workers,39060
19740,"Denver-Aurora-Lakewood, CO",35-3031,Waiters and Waitresses,25590
19740,"Denver-Aurora-Lakewood, CO",35-3041,"Food Servers, Nonrestaurant",3890
19740,"Denver-Aurora-Lakewood, CO",35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,4510
19740,"Denver-Aurora-Lakewood, CO",35-9021,Dishwashers,5700
19740,"Denver-Aurora-Lakewood, CO",35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",5620
19740,"Denver-Aurora-Lakewood, CO",35-9099,"Food Preparation and Serving Related Workers, All Other",1160
19740,"Denver-Aurora-Lakewood, CO",37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,1340
19740,"Denver-Aurora-Lakewood, CO",37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1110
19740,"Denver-Aurora-Lakewood, CO",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",18580
19740,"Denver-Aurora-Lakewood, CO",37-2012,Maids and Housekeeping Cleaners,9160
19740,"Denver-Aurora-Lakewood, CO",37-2019,"Building Cleaning Workers, All Other",520
19740,"Denver-Aurora-Lakewood, CO",37-2021,Pest Control Workers,510
19740,"Denver-Aurora-Lakewood, CO",37-3011,Landscaping and Groundskeeping Workers,11080
19740,"Denver-Aurora-Lakewood, CO",37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",100
19740,"Denver-Aurora-Lakewood, CO",37-3013,Tree Trimmers and Pruners,
19740,"Denver-Aurora-Lakewood, CO",39-1013,First-Line Supervisors of Gambling Services Workers,210
19740,"Denver-Aurora-Lakewood, CO",39-1098,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",2440
19740,"Denver-Aurora-Lakewood, CO",39-2011,Animal Trainers,
19740,"Denver-Aurora-Lakewood, CO",39-2021,Animal Caretakers,2800
19740,"Denver-Aurora-Lakewood, CO",39-3011,Gambling Dealers,840
19740,"Denver-Aurora-Lakewood, CO",39-3019,"Gambling Service Workers, All Other",140
19740,"Denver-Aurora-Lakewood, CO",39-3021,Motion Picture Projectionists,
19740,"Denver-Aurora-Lakewood, CO",39-3031,"Ushers, Lobby Attendants, and Ticket Takers",1710
19740,"Denver-Aurora-Lakewood, CO",39-3091,Amusement and Recreation Attendants,6300
19740,"Denver-Aurora-Lakewood, CO",39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",50
19740,"Denver-Aurora-Lakewood, CO",39-3099,"Entertainment Attendants and Related Workers, All Other",40
19740,"Denver-Aurora-Lakewood, CO",39-4021,Funeral Attendants,
19740,"Denver-Aurora-Lakewood, CO",39-4031,"Morticians, Undertakers, and Funeral Arrangers",100
19740,"Denver-Aurora-Lakewood, CO",39-5011,Barbers,570
19740,"Denver-Aurora-Lakewood, CO",39-5012,"Hairdressers, Hairstylists, and Cosmetologists",5090
19740,"Denver-Aurora-Lakewood, CO",39-5091,"Makeup Artists, Theatrical and Performance",
19740,"Denver-Aurora-Lakewood, CO",39-5092,Manicurists and Pedicurists,
19740,"Denver-Aurora-Lakewood, CO",39-5094,Skincare Specialists,550
19740,"Denver-Aurora-Lakewood, CO",39-6011,Baggage Porters and Bellhops,560
19740,"Denver-Aurora-Lakewood, CO",39-6012,Concierges,360
19740,"Denver-Aurora-Lakewood, CO",39-7010,Tour and Travel Guides,490
19740,"Denver-Aurora-Lakewood, CO",39-9011,Childcare Workers,6330
19740,"Denver-Aurora-Lakewood, CO",39-9031,Exercise Trainers and Group Fitness Instructors,6180
19740,"Denver-Aurora-Lakewood, CO",39-9032,Recreation Workers,3270
19740,"Denver-Aurora-Lakewood, CO",39-9041,Residential Advisors,360
19740,"Denver-Aurora-Lakewood, CO",39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",
19740,"Denver-Aurora-Lakewood, CO",41-1011,First-Line Supervisors of Retail Sales Workers,9530
19740,"Denver-Aurora-Lakewood, CO",41-1012,First-Line Supervisors of Non-Retail Sales Workers,4480
19740,"Denver-Aurora-Lakewood, CO",41-2011,Cashiers,27100
19740,"Denver-Aurora-Lakewood, CO",41-2012,Gambling Change Persons and Booth Cashiers,
19740,"Denver-Aurora-Lakewood, CO",41-2021,Counter and Rental Clerks,6460
19740,"Denver-Aurora-Lakewood, CO",41-2022,Parts Salespersons,1610
19740,"Denver-Aurora-Lakewood, CO",41-2031,Retail Salespersons,42600
19740,"Denver-Aurora-Lakewood, CO",41-3011,Advertising Sales Agents,1110
19740,"Denver-Aurora-Lakewood, CO",41-3021,Insurance Sales Agents,5160
19740,"Denver-Aurora-Lakewood, CO",41-3031,"Securities, Commodities, and Financial Services Sales Agents",8540
19740,"Denver-Aurora-Lakewood, CO",41-3041,Travel Agents,1080
19740,"Denver-Aurora-Lakewood, CO",41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",21610
19740,"Denver-Aurora-Lakewood, CO",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4560
19740,"Denver-Aurora-Lakewood, CO",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",18920
19740,"Denver-Aurora-Lakewood, CO",41-9011,Demonstrators and Product Promoters,490
19740,"Denver-Aurora-Lakewood, CO",41-9021,Real Estate Brokers,2410
19740,"Denver-Aurora-Lakewood, CO",41-9022,Real Estate Sales Agents,2360
19740,"Denver-Aurora-Lakewood, CO",41-9031,Sales Engineers,1630
19740,"Denver-Aurora-Lakewood, CO",41-9041,Telemarketers,1350
19740,"Denver-Aurora-Lakewood, CO",41-9099,"Sales and Related Workers, All Other",2430
19740,"Denver-Aurora-Lakewood, CO",43-1011,First-Line Supervisors of Office and Administrative Support Workers,12880
19740,"Denver-Aurora-Lakewood, CO",43-2011,"Switchboard Operators, Including Answering Service",600
19740,"Denver-Aurora-Lakewood, CO",43-3011,Bill and Account Collectors,1850
19740,"Denver-Aurora-Lakewood, CO",43-3021,Billing and Posting Clerks,4210
19740,"Denver-Aurora-Lakewood, CO",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",14550
19740,"Denver-Aurora-Lakewood, CO",43-3041,Gambling Cage Workers,70
19740,"Denver-Aurora-Lakewood, CO",43-3051,Payroll and Timekeeping Clerks,1560
19740,"Denver-Aurora-Lakewood, CO",43-3061,Procurement Clerks,500
19740,"Denver-Aurora-Lakewood, CO",43-3071,Tellers,3490
19740,"Denver-Aurora-Lakewood, CO",43-3099,"Financial Clerks, All Other",1070
19740,"Denver-Aurora-Lakewood, CO",43-4011,Brokerage Clerks,530
19740,"Denver-Aurora-Lakewood, CO",43-4021,Correspondence Clerks,70
19740,"Denver-Aurora-Lakewood, CO",43-4031,"Court, Municipal, and License Clerks",2200
19740,"Denver-Aurora-Lakewood, CO",43-4041,"Credit Authorizers, Checkers, and Clerks",300
19740,"Denver-Aurora-Lakewood, CO",43-4051,Customer Service Representatives,29320
19740,"Denver-Aurora-Lakewood, CO",43-4061,"Eligibility Interviewers, Government Programs",1670
19740,"Denver-Aurora-Lakewood, CO",43-4071,File Clerks,810
19740,"Denver-Aurora-Lakewood, CO",43-4081,"Hotel, Motel, and Resort Desk Clerks",1980
19740,"Denver-Aurora-Lakewood, CO",43-4111,"Interviewers, Except Eligibility and Loan",2600
19740,"Denver-Aurora-Lakewood, CO",43-4121,"Library Assistants, Clerical",340
19740,"Denver-Aurora-Lakewood, CO",43-4131,Loan Interviewers and Clerks,2170
19740,"Denver-Aurora-Lakewood, CO",43-4141,New Accounts Clerks,180
19740,"Denver-Aurora-Lakewood, CO",43-4151,Order Clerks,2350
19740,"Denver-Aurora-Lakewood, CO",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",1410
19740,"Denver-Aurora-Lakewood, CO",43-4171,Receptionists and Information Clerks,10270
19740,"Denver-Aurora-Lakewood, CO",43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,1510
19740,"Denver-Aurora-Lakewood, CO",43-4199,"Information and Record Clerks, All Other",7510
19740,"Denver-Aurora-Lakewood, CO",43-5011,Cargo and Freight Agents,800
19740,"Denver-Aurora-Lakewood, CO",43-5021,Couriers and Messengers,970
19740,"Denver-Aurora-Lakewood, CO",43-5031,Public Safety Telecommunicators,830
19740,"Denver-Aurora-Lakewood, CO",43-5032,"Dispatchers, Except Police, Fire, and Ambulance",1890
19740,"Denver-Aurora-Lakewood, CO",43-5041,"Meter Readers, Utilities",
19740,"Denver-Aurora-Lakewood, CO",43-5051,Postal Service Clerks,460
19740,"Denver-Aurora-Lakewood, CO",43-5052,Postal Service Mail Carriers,2570
19740,"Denver-Aurora-Lakewood, CO",43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1610
19740,"Denver-Aurora-Lakewood, CO",43-5061,"Production, Planning, and Expediting Clerks",1740
19740,"Denver-Aurora-Lakewood, CO",43-5071,"Shipping, Receiving, and Inventory Clerks",6960
19740,"Denver-Aurora-Lakewood, CO",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",360
19740,"Denver-Aurora-Lakewood, CO",43-6011,Executive Secretaries and Executive Administrative Assistants,6050
19740,"Denver-Aurora-Lakewood, CO",43-6012,Legal Secretaries and Administrative Assistants,2150
19740,"Denver-Aurora-Lakewood, CO",43-6013,Medical Secretaries and Administrative Assistants,3510
19740,"Denver-Aurora-Lakewood, CO",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",19210
19740,"Denver-Aurora-Lakewood, CO",43-9021,Data Entry Keyers,1620
19740,"Denver-Aurora-Lakewood, CO",43-9022,Word Processors and Typists,100
19740,"Denver-Aurora-Lakewood, CO",43-9031,Desktop Publishers,60
19740,"Denver-Aurora-Lakewood, CO",43-9041,Insurance Claims and Policy Processing Clerks,1850
19740,"Denver-Aurora-Lakewood, CO",43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",860
19740,"Denver-Aurora-Lakewood, CO",43-9061,"Office Clerks, General",21080
19740,"Denver-Aurora-Lakewood, CO",43-9071,"Office Machine Operators, Except Computer",560
19740,"Denver-Aurora-Lakewood, CO",43-9111,Statistical Assistants,130
19740,"Denver-Aurora-Lakewood, CO",43-9199,"Office and Administrative Support Workers, All Other",760
19740,"Denver-Aurora-Lakewood, CO",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",140
19740,"Denver-Aurora-Lakewood, CO",45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1940
19740,"Denver-Aurora-Lakewood, CO",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",310
19740,"Denver-Aurora-Lakewood, CO",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,9300
19740,"Denver-Aurora-Lakewood, CO",47-2021,Brickmasons and Blockmasons,
19740,"Denver-Aurora-Lakewood, CO",47-2031,Carpenters,7500
19740,"Denver-Aurora-Lakewood, CO",47-2041,Carpet Installers,
19740,"Denver-Aurora-Lakewood, CO",47-2051,Cement Masons and Concrete Finishers,2520
19740,"Denver-Aurora-Lakewood, CO",47-2061,Construction Laborers,10590
19740,"Denver-Aurora-Lakewood, CO",47-2071,"Paving, Surfacing, and Tamping Equipment Operators",710
19740,"Denver-Aurora-Lakewood, CO",47-2073,Operating Engineers and Other Construction Equipment Operators,4600
19740,"Denver-Aurora-Lakewood, CO",47-2081,Drywall and Ceiling Tile Installers,2130
19740,"Denver-Aurora-Lakewood, CO",47-2082,Tapers,230
19740,"Denver-Aurora-Lakewood, CO",47-2111,Electricians,9740
19740,"Denver-Aurora-Lakewood, CO",47-2121,Glaziers,690
19740,"Denver-Aurora-Lakewood, CO",47-2131,"Insulation Workers, Floor, Ceiling, and Wall",
19740,"Denver-Aurora-Lakewood, CO",47-2132,"Insulation Workers, Mechanical",
19740,"Denver-Aurora-Lakewood, CO",47-2141,"Painters, Construction and Maintenance",1950
19740,"Denver-Aurora-Lakewood, CO",47-2151,Pipelayers,620
19740,"Denver-Aurora-Lakewood, CO",47-2152,"Plumbers, Pipefitters, and Steamfitters",5270
19740,"Denver-Aurora-Lakewood, CO",47-2161,Plasterers and Stucco Masons,
19740,"Denver-Aurora-Lakewood, CO",47-2171,Reinforcing Iron and Rebar Workers,380
19740,"Denver-Aurora-Lakewood, CO",47-2181,Roofers,1480
19740,"Denver-Aurora-Lakewood, CO",47-2211,Sheet Metal Workers,1320
19740,"Denver-Aurora-Lakewood, CO",47-2221,Structural Iron and Steel Workers,970
19740,"Denver-Aurora-Lakewood, CO",47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",230
19740,"Denver-Aurora-Lakewood, CO",47-3012,Helpers--Carpenters,
19740,"Denver-Aurora-Lakewood, CO",47-3013,Helpers--Electricians,
19740,"Denver-Aurora-Lakewood, CO",47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",
19740,"Denver-Aurora-Lakewood, CO",47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",
19740,"Denver-Aurora-Lakewood, CO",47-3019,"Helpers, Construction Trades, All Other",40
19740,"Denver-Aurora-Lakewood, CO",47-4011,Construction and Building Inspectors,1960
19740,"Denver-Aurora-Lakewood, CO",47-4021,Elevator and Escalator Installers and Repairers,
19740,"Denver-Aurora-Lakewood, CO",47-4041,Hazardous Materials Removal Workers,1000
19740,"Denver-Aurora-Lakewood, CO",47-4051,Highway Maintenance Workers,800
19740,"Denver-Aurora-Lakewood, CO",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,310
19740,"Denver-Aurora-Lakewood, CO",47-4090,Miscellaneous Construction and Related Workers,1140
19740,"Denver-Aurora-Lakewood, CO",47-5012,"Rotary Drill Operators, Oil and Gas",240
19740,"Denver-Aurora-Lakewood, CO",47-5013,"Service Unit Operators, Oil and Gas",
19740,"Denver-Aurora-Lakewood, CO",47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",150
19740,"Denver-Aurora-Lakewood, CO",47-5071,"Roustabouts, Oil and Gas",550
19740,"Denver-Aurora-Lakewood, CO",47-5097,"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",350
19740,"Denver-Aurora-Lakewood, CO",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",5510
19740,"Denver-Aurora-Lakewood, CO",49-2011,"Computer, Automated Teller, and Office Machine Repairers",940
19740,"Denver-Aurora-Lakewood, CO",49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",330
19740,"Denver-Aurora-Lakewood, CO",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",3070
19740,"Denver-Aurora-Lakewood, CO",49-2091,Avionics Technicians,290
19740,"Denver-Aurora-Lakewood, CO",49-2092,"Electric Motor, Power Tool, and Related Repairers",350
19740,"Denver-Aurora-Lakewood, CO",49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",890
19740,"Denver-Aurora-Lakewood, CO",49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",
19740,"Denver-Aurora-Lakewood, CO",49-2097,Audiovisual Equipment Installers and Repairers,760
19740,"Denver-Aurora-Lakewood, CO",49-2098,Security and Fire Alarm Systems Installers,1250
19740,"Denver-Aurora-Lakewood, CO",49-3011,Aircraft Mechanics and Service Technicians,1310
19740,"Denver-Aurora-Lakewood, CO",49-3021,Automotive Body and Related Repairers,1910
19740,"Denver-Aurora-Lakewood, CO",49-3023,Automotive Service Technicians and Mechanics,5470
19740,"Denver-Aurora-Lakewood, CO",49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,2790
19740,"Denver-Aurora-Lakewood, CO",49-3041,Farm Equipment Mechanics and Service Technicians,100
19740,"Denver-Aurora-Lakewood, CO",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",2150
19740,"Denver-Aurora-Lakewood, CO",49-3043,Rail Car Repairers,200
19740,"Denver-Aurora-Lakewood, CO",49-3052,Motorcycle Mechanics,
19740,"Denver-Aurora-Lakewood, CO",49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,300
19740,"Denver-Aurora-Lakewood, CO",49-3091,Bicycle Repairers,390
19740,"Denver-Aurora-Lakewood, CO",49-3093,Tire Repairers and Changers,1340
19740,"Denver-Aurora-Lakewood, CO",49-9011,Mechanical Door Repairers,210
19740,"Denver-Aurora-Lakewood, CO",49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",410
19740,"Denver-Aurora-Lakewood, CO",49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",4410
19740,"Denver-Aurora-Lakewood, CO",49-9031,Home Appliance Repairers,580
19740,"Denver-Aurora-Lakewood, CO",49-9041,Industrial Machinery Mechanics,1950
19740,"Denver-Aurora-Lakewood, CO",49-9043,"Maintenance Workers, Machinery",200
19740,"Denver-Aurora-Lakewood, CO",49-9044,Millwrights,230
19740,"Denver-Aurora-Lakewood, CO",49-9051,Electrical Power-Line Installers and Repairers,990
19740,"Denver-Aurora-Lakewood, CO",49-9052,Telecommunications Line Installers and Repairers,1320
19740,"Denver-Aurora-Lakewood, CO",49-9062,Medical Equipment Repairers,510
19740,"Denver-Aurora-Lakewood, CO",49-9064,Watch and Clock Repairers,
19740,"Denver-Aurora-Lakewood, CO",49-9071,"Maintenance and Repair Workers, General",10810
19740,"Denver-Aurora-Lakewood, CO",49-9081,Wind Turbine Service Technicians,
19740,"Denver-Aurora-Lakewood, CO",49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",210
19740,"Denver-Aurora-Lakewood, CO",49-9094,Locksmiths and Safe Repairers,
19740,"Denver-Aurora-Lakewood, CO",49-9096,Riggers,170
19740,"Denver-Aurora-Lakewood, CO",49-9098,"Helpers--Installation, Maintenance, and Repair Workers",720
19740,"Denver-Aurora-Lakewood, CO",49-9099,"Installation, Maintenance, and Repair Workers, All Other",1770
19740,"Denver-Aurora-Lakewood, CO",51-1011,First-Line Supervisors of Production and Operating Workers,3710
19740,"Denver-Aurora-Lakewood, CO",51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",
19740,"Denver-Aurora-Lakewood, CO",51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",2420
19740,"Denver-Aurora-Lakewood, CO",51-2041,Structural Metal Fabricators and Fitters,800
19740,"Denver-Aurora-Lakewood, CO",51-2090,Miscellaneous Assemblers and Fabricators,4730
19740,"Denver-Aurora-Lakewood, CO",51-3011,Bakers,1940
19740,"Denver-Aurora-Lakewood, CO",51-3021,Butchers and Meat Cutters,930
19740,"Denver-Aurora-Lakewood, CO",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",320
19740,"Denver-Aurora-Lakewood, CO",51-3023,Slaughterers and Meat Packers,370
19740,"Denver-Aurora-Lakewood, CO",51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",360
19740,"Denver-Aurora-Lakewood, CO",51-3092,Food Batchmakers,1370
19740,"Denver-Aurora-Lakewood, CO",51-3093,Food Cooking Machine Operators and Tenders,330
19740,"Denver-Aurora-Lakewood, CO",51-3099,"Food Processing Workers, All Other",670
19740,"Denver-Aurora-Lakewood, CO",51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",
19740,"Denver-Aurora-Lakewood, CO",51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",120
19740,"Denver-Aurora-Lakewood, CO",51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",30
19740,"Denver-Aurora-Lakewood, CO",51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",690
19740,"Denver-Aurora-Lakewood, CO",51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",30
19740,"Denver-Aurora-Lakewood, CO",51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",330
19740,"Denver-Aurora-Lakewood, CO",51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",50
19740,"Denver-Aurora-Lakewood, CO",51-4041,Machinists,2190
19740,"Denver-Aurora-Lakewood, CO",51-4051,Metal-Refining Furnace Operators and Tenders,
19740,"Denver-Aurora-Lakewood, CO",51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",350
19740,"Denver-Aurora-Lakewood, CO",51-4111,Tool and Die Makers,140
19740,"Denver-Aurora-Lakewood, CO",51-4121,"Welders, Cutters, Solderers, and Brazers",2050
19740,"Denver-Aurora-Lakewood, CO",51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",
19740,"Denver-Aurora-Lakewood, CO",51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",30
19740,"Denver-Aurora-Lakewood, CO",51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",180
19740,"Denver-Aurora-Lakewood, CO",51-4199,"Metal Workers and Plastic Workers, All Other",190
19740,"Denver-Aurora-Lakewood, CO",51-5111,Prepress Technicians and Workers,160
19740,"Denver-Aurora-Lakewood, CO",51-5112,Printing Press Operators,1880
19740,"Denver-Aurora-Lakewood, CO",51-5113,Print Binding and Finishing Workers,180
19740,"Denver-Aurora-Lakewood, CO",51-6011,Laundry and Dry-Cleaning Workers,2000
19740,"Denver-Aurora-Lakewood, CO",51-6021,"Pressers, Textile, Garment, and Related Materials",110
19740,"Denver-Aurora-Lakewood, CO",51-6031,Sewing Machine Operators,690
19740,"Denver-Aurora-Lakewood, CO",51-6051,"Sewers, Hand",30
19740,"Denver-Aurora-Lakewood, CO",51-6052,"Tailors, Dressmakers, and Custom Sewers",100
19740,"Denver-Aurora-Lakewood, CO",51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",
19740,"Denver-Aurora-Lakewood, CO",51-6093,Upholsterers,280
19740,"Denver-Aurora-Lakewood, CO",51-7011,Cabinetmakers and Bench Carpenters,1230
19740,"Denver-Aurora-Lakewood, CO",51-7021,Furniture Finishers,100
19740,"Denver-Aurora-Lakewood, CO",51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",100
19740,"Denver-Aurora-Lakewood, CO",51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",310
19740,"Denver-Aurora-Lakewood, CO",51-8012,Power Distributors and Dispatchers,70
19740,"Denver-Aurora-Lakewood, CO",51-8013,Power Plant Operators,130
19740,"Denver-Aurora-Lakewood, CO",51-8021,Stationary Engineers and Boiler Operators,960
19740,"Denver-Aurora-Lakewood, CO",51-8031,Water and Wastewater Treatment Plant and System Operators,740
19740,"Denver-Aurora-Lakewood, CO",51-8092,Gas Plant Operators,90
19740,"Denver-Aurora-Lakewood, CO",51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",340
19740,"Denver-Aurora-Lakewood, CO",51-8099,"Plant and System Operators, All Other",380
19740,"Denver-Aurora-Lakewood, CO",51-9011,Chemical Equipment Operators and Tenders,310
19740,"Denver-Aurora-Lakewood, CO",51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",890
19740,"Denver-Aurora-Lakewood, CO",51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",240
19740,"Denver-Aurora-Lakewood, CO",51-9022,"Grinding and Polishing Workers, Hand",
19740,"Denver-Aurora-Lakewood, CO",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",320
