MSA_ID,Metro Area,OCC_CODE,Job Group,Total Employment
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-1011,Chief Executives,6430
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-1021,General and Operations Managers,162730
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-1031,Legislators,2930
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-2011,Advertising and Promotions Managers,7830
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-2021,Marketing Managers,28240
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-2022,Sales Managers,32090
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-2030,Public Relations and Fundraising Managers,7240
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-3010,Administrative Services and Facilities Managers,25070
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-3021,Computer and Information Systems Managers,35550
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-3031,Financial Managers,56290
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-3051,Industrial Production Managers,6510
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-3061,Purchasing Managers,4580
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-3071,"Transportation, Storage, and Distribution Managers",7310
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-3111,Compensation and Benefits Managers,1650
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-3121,Human Resources Managers,12020
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-3131,Training and Development Managers,3230
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-9013,"Farmers, Ranchers, and Other Agricultural Managers",80
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-9021,Construction Managers,13990
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-9031,"Education and Childcare Administrators, Preschool and Daycare",3610
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-9032,"Education Administrators, Kindergarten through Secondary",22290
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-9033,"Education Administrators, Postsecondary",
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-9039,"Education Administrators, All Other",2210
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-9041,Architectural and Engineering Managers,6970
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-9051,Food Service Managers,9920
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-9081,Lodging Managers,810
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-9111,Medical and Health Services Managers,28490
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-9121,Natural Sciences Managers,5150
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-9131,Postmasters and Mail Superintendents,620
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-9141,"Property, Real Estate, and Community Association Managers",11160
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-9151,Social and Community Service Managers,11700
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-9161,Emergency Management Directors,580
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-9171,Funeral Home Managers,610
35620,"New York-Newark-Jersey City, NY-NJ-PA",11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",23320
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",3510
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-1020,Buyers and Purchasing Agents,27290
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-1031,"Claims Adjusters, Examiners, and Investigators",18780
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-1032,"Insurance Appraisers, Auto Damage",950
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-1041,Compliance Officers,22930
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-1051,Cost Estimators,10390
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-1071,Human Resources Specialists,44850
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-1075,Labor Relations Specialists,8360
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-1081,Logisticians,9110
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-1111,Management Analysts,54650
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-1121,"Meeting, Convention, and Event Planners",10960
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-1131,Fundraisers,7040
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-1141,"Compensation, Benefits, and Job Analysis Specialists",9890
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-1151,Training and Development Specialists,20990
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-1161,Market Research Analysts and Marketing Specialists,75110
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-1198,"Project Management Specialists and Business Operations Specialists, All Other",71210
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-2011,Accountants and Auditors,120490
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-2020,Property Appraisers and Assessors,2200
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-2031,Budget Analysts,3230
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-2041,Credit Analysts,8440
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-2052,Personal Financial Advisors,26900
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-2053,Insurance Underwriters,7700
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-2061,Financial Examiners,11730
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-2071,Credit Counselors,2300
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-2072,Loan Officers,13210
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-2081,"Tax Examiners and Collectors, and Revenue Agents",3360
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-2082,Tax Preparers,4660
35620,"New York-Newark-Jersey City, NY-NJ-PA",13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",63920
35620,"New York-Newark-Jersey City, NY-NJ-PA",15-1211,Computer Systems Analysts,44210
35620,"New York-Newark-Jersey City, NY-NJ-PA",15-1212,Information Security Analysts,8850
35620,"New York-Newark-Jersey City, NY-NJ-PA",15-1221,Computer and Information Research Scientists,1800
35620,"New York-Newark-Jersey City, NY-NJ-PA",15-1231,Computer Network Support Specialists,13450
35620,"New York-Newark-Jersey City, NY-NJ-PA",15-1232,Computer User Support Specialists,42840
35620,"New York-Newark-Jersey City, NY-NJ-PA",15-1241,Computer Network Architects,10120
35620,"New York-Newark-Jersey City, NY-NJ-PA",15-1244,Network and Computer Systems Administrators,27140
35620,"New York-Newark-Jersey City, NY-NJ-PA",15-1245,Database Administrators and Architects,8890
35620,"New York-Newark-Jersey City, NY-NJ-PA",15-1251,Computer Programmers,15070
35620,"New York-Newark-Jersey City, NY-NJ-PA",15-1256,Software Developers and Software Quality Assurance Analysts and Testers,100470
35620,"New York-Newark-Jersey City, NY-NJ-PA",15-1257,Web Developers and Digital Interface Designers,13460
35620,"New York-Newark-Jersey City, NY-NJ-PA",15-1299,"Computer Occupations, All Other",12150
35620,"New York-Newark-Jersey City, NY-NJ-PA",15-2011,Actuaries,2350
35620,"New York-Newark-Jersey City, NY-NJ-PA",15-2021,Mathematicians,230
35620,"New York-Newark-Jersey City, NY-NJ-PA",15-2031,Operations Research Analysts,7370
35620,"New York-Newark-Jersey City, NY-NJ-PA",15-2041,Statisticians,1700
35620,"New York-Newark-Jersey City, NY-NJ-PA",15-2098,"Data Scientists and Mathematical Science Occupations, All Other",2690
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-1011,"Architects, Except Landscape and Naval",11790
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-1012,Landscape Architects,1460
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-1021,Cartographers and Photogrammetrists,180
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-1022,Surveyors,2050
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-2011,Aerospace Engineers,
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-2031,Bioengineers and Biomedical Engineers,560
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-2041,Chemical Engineers,830
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-2051,Civil Engineers,15860
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-2061,Computer Hardware Engineers,1830
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-2071,Electrical Engineers,7980
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-2072,"Electronics Engineers, Except Computer",4150
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-2081,Environmental Engineers,2270
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",1540
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-2112,Industrial Engineers,7730
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-2121,Marine Engineers and Naval Architects,270
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-2131,Materials Engineers,650
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-2141,Mechanical Engineers,8370
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-2199,"Engineers, All Other",5340
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-3011,Architectural and Civil Drafters,6860
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-3012,Electrical and Electronics Drafters,1060
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-3013,Mechanical Drafters,1940
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-3019,"Drafters, All Other",570
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-3021,Aerospace Engineering and Operations Technologists and Technicians,
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-3022,Civil Engineering Technologists and Technicians,1820
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-3023,Electrical and Electronic Engineering Technologists and Technicians,4260
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,220
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-3025,Environmental Engineering Technologists and Technicians,480
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-3026,Industrial Engineering Technologists and Technicians,1410
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-3027,Mechanical Engineering Technologists and Technicians,940
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-3031,Surveying and Mapping Technicians,810
35620,"New York-Newark-Jersey City, NY-NJ-PA",17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",1940
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-1012,Food Scientists and Technologists,1340
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-1013,Soil and Plant Scientists,100
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-1021,Biochemists and Biophysicists,7150
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-1022,Microbiologists,850
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-1023,Zoologists and Wildlife Biologists,210
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-1029,"Biological Scientists, All Other",760
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-1031,Conservation Scientists,360
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-1032,Foresters,80
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-1041,Epidemiologists,250
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-1042,"Medical Scientists, Except Epidemiologists",8140
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-1099,"Life Scientists, All Other",330
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-2012,Physicists,1030
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-2021,Atmospheric and Space Scientists,520
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-2031,Chemists,8250
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-2032,Materials Scientists,260
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-2041,"Environmental Scientists and Specialists, Including Health",4040
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-2042,"Geoscientists, Except Hydrologists and Geographers",480
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-2043,Hydrologists,170
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-2099,"Physical Scientists, All Other",630
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3011,Economists,800
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3022,Survey Researchers,570
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3031,"Clinical, Counseling, and School Psychologists",10320
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3039,"Psychologists, All Other",470
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3041,Sociologists,140
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3051,Urban and Regional Planners,1360
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3091,Anthropologists and Archeologists,80
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3093,Historians,110
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3094,Political Scientists,70
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-3099,"Social Scientists and Related Workers, All Other",1830
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-4010,Agricultural and Food Science Technicians,360
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-4021,Biological Technicians,2740
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-4031,Chemical Technicians,4460
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-4042,"Environmental Science and Protection Technicians, Including Health",1890
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-4045,Geological and Hydrologic Technicians,380
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-4051,Nuclear Technicians,90
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-4061,Social Science Research Assistants,3870
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-4071,Forest and Conservation Technicians,
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-4092,Forensic Science Technicians,670
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-4099,"Life, Physical, and Social Science Technicians, All Other",7230
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-5011,Occupational Health and Safety Specialists,3510
35620,"New York-Newark-Jersey City, NY-NJ-PA",19-5012,Occupational Health and Safety Technicians,950
35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1012,"Educational, Guidance, and Career Counselors and Advisors",22420
35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1013,Marriage and Family Therapists,3760
35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1015,Rehabilitation Counselors,4860
35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",16570
35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1019,"Counselors, All Other",1210
35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1021,"Child, Family, and School Social Workers",24950
35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1022,Healthcare Social Workers,14180
35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1023,Mental Health and Substance Abuse Social Workers,9040
35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1029,"Social Workers, All Other",3330
35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1091,Health Education Specialists,2960
35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1092,Probation Officers and Correctional Treatment Specialists,4140
35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1093,Social and Human Service Assistants,42660
35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1094,Community Health Workers,5630
35620,"New York-Newark-Jersey City, NY-NJ-PA",21-1099,"Community and Social Service Specialists, All Other",13970
35620,"New York-Newark-Jersey City, NY-NJ-PA",21-2011,Clergy,5010
35620,"New York-Newark-Jersey City, NY-NJ-PA",21-2021,"Directors, Religious Activities and Education",3970
35620,"New York-Newark-Jersey City, NY-NJ-PA",21-2099,"Religious Workers, All Other",940
35620,"New York-Newark-Jersey City, NY-NJ-PA",23-1011,Lawyers,82110
35620,"New York-Newark-Jersey City, NY-NJ-PA",23-1012,Judicial Law Clerks,510
35620,"New York-Newark-Jersey City, NY-NJ-PA",23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",1290
35620,"New York-Newark-Jersey City, NY-NJ-PA",23-1022,"Arbitrators, Mediators, and Conciliators",430
35620,"New York-Newark-Jersey City, NY-NJ-PA",23-1023,"Judges, Magistrate Judges, and Magistrates",1640
35620,"New York-Newark-Jersey City, NY-NJ-PA",23-2011,Paralegals and Legal Assistants,29030
35620,"New York-Newark-Jersey City, NY-NJ-PA",23-2093,"Title Examiners, Abstractors, and Searchers",1530
35620,"New York-Newark-Jersey City, NY-NJ-PA",23-2099,"Legal Support Workers, All Other",2110
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1011,"Business Teachers, Postsecondary",7860
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1021,"Computer Science Teachers, Postsecondary",2860
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1022,"Mathematical Science Teachers, Postsecondary",4050
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1031,"Architecture Teachers, Postsecondary",870
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1032,"Engineering Teachers, Postsecondary",1980
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1041,"Agricultural Sciences Teachers, Postsecondary",150
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1042,"Biological Science Teachers, Postsecondary",4310
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",860
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1052,"Chemistry Teachers, Postsecondary",2150
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1053,"Environmental Science Teachers, Postsecondary",580
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1054,"Physics Teachers, Postsecondary",1150
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1061,"Anthropology and Archeology Teachers, Postsecondary",660
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1230
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1063,"Economics Teachers, Postsecondary",1520
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1064,"Geography Teachers, Postsecondary",90
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1065,"Political Science Teachers, Postsecondary",1360
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1066,"Psychology Teachers, Postsecondary",3730
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1067,"Sociology Teachers, Postsecondary",1450
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1069,"Social Sciences Teachers, Postsecondary, All Other",2570
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1071,"Health Specialties Teachers, Postsecondary",18170
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1072,"Nursing Instructors and Teachers, Postsecondary",4460
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1081,"Education Teachers, Postsecondary",5190
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1082,"Library Science Teachers, Postsecondary",300
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",900
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1112,"Law Teachers, Postsecondary",2840
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1113,"Social Work Teachers, Postsecondary",2500
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1121,"Art, Drama, and Music Teachers, Postsecondary",10000
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1122,"Communications Teachers, Postsecondary",2920
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1123,"English Language and Literature Teachers, Postsecondary",7470
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1124,"Foreign Language and Literature Teachers, Postsecondary",2050
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1125,"History Teachers, Postsecondary",1740
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1126,"Philosophy and Religion Teachers, Postsecondary",2350
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",580
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1194,"Career/Technical Education Teachers, Postsecondary",4680
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-1199,"Postsecondary Teachers, All Other",4040
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2011,"Preschool Teachers, Except Special Education",29960
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2012,"Kindergarten Teachers, Except Special Education",7770
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2021,"Elementary School Teachers, Except Special Education",92620
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",48650
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2023,"Career/Technical Education Teachers, Middle School",880
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",72360
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2032,"Career/Technical Education Teachers, Secondary School",3270
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2051,"Special Education Teachers, Preschool",5220
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2052,"Special Education Teachers, Kindergarten and Elementary School",22710
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2057,"Special Education Teachers, Middle School",13460
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2058,"Special Education Teachers, Secondary School",16510
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-2059,"Special Education Teachers, All Other",3370
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",2940
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-3021,Self-Enrichment Teachers,33050
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-3031,"Substitute Teachers, Short-Term",30340
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-3097,"Tutors and Teachers and Instructors, All Other",20620
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-4011,Archivists,1260
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-4012,Curators,1390
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-4013,Museum Technicians and Conservators,1230
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-4022,Librarians and Media Collections Specialists,12030
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-4031,Library Technicians,7570
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-9021,Farm and Home Management Educators,110
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-9031,Instructional Coordinators,15350
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-9044,"Teaching Assistants, Postsecondary",6670
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-9045,"Teaching Assistants, Except Postsecondary",127740
35620,"New York-Newark-Jersey City, NY-NJ-PA",25-9099,"Educational Instruction and Library Workers, All Other",2360
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-1011,Art Directors,8970
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-1012,Craft Artists,100
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",1580
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-1014,Special Effects Artists and Animators,2700
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-1019,"Artists and Related Workers, All Other",250
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-1021,Commercial and Industrial Designers,2570
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-1022,Fashion Designers,8570
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-1023,Floral Designers,2030
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-1024,Graphic Designers,21840
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-1025,Interior Designers,5570
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-1026,Merchandise Displayers and Window Trimmers,7000
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-1027,Set and Exhibit Designers,2180
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-1029,"Designers, All Other",1020
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-2011,Actors,7000
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-2012,Producers and Directors,25900
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-2021,Athletes and Sports Competitors,560
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-2022,Coaches and Scouts,13710
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-2023,"Umpires, Referees, and Other Sports Officials",740
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-2031,Dancers,1590
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-2041,Music Directors and Composers,1940
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-2042,Musicians and Singers,6740
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",890
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-3011,Broadcast Announcers and Radio Disc Jockeys,1170
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-3023,"News Analysts, Reporters, and Journalists",5760
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-3031,Public Relations Specialists,24250
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-3041,Editors,20700
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-3042,Technical Writers,2910
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-3043,Writers and Authors,8010
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-3091,Interpreters and Translators,3270
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-3092,Court Reporters and Simultaneous Captioners,1030
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-3099,"Media and Communication Workers, All Other",
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-4011,Audio and Video Technicians,7940
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-4012,Broadcast Technicians,4060
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-4014,Sound Engineering Technicians,1750
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-4021,Photographers,4870
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-4031,"Camera Operators, Television, Video, and Film",2920
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-4032,Film and Video Editors,4420
35620,"New York-Newark-Jersey City, NY-NJ-PA",27-4098,"Lighting Technicians and Media and Communication Equipment Workers, All Other",
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1011,Chiropractors,1680
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1021,"Dentists, General",9520
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1022,Oral and Maxillofacial Surgeons,190
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1023,Orthodontists,
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1029,"Dentists, All Other Specialists",380
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1031,Dietitians and Nutritionists,4700
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1041,Optometrists,1980
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1051,Pharmacists,21310
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1071,Physician Assistants,11470
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1081,Podiatrists,1070
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1122,Occupational Therapists,12430
35620,"New York-Newark-Jersey City, NY-NJ-PA",29-1123,Physical Therapists,17790
